system:index,Class,class,export_date,project,source,.geo
181,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.53675369361314,21.714617866738845]}"
182,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.54430679419907,21.760540764749315]}"
183,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.55597976783189,21.796248421025616]}"
184,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.28257559796715,22.09858283985618]}"
185,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.29836844464684,22.141838016486414]}"
186,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.29287528058434,22.12148429270261]}"
187,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.31072806378747,22.12402866897691]}"
188,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.33613394757653,22.155829495297507]}"
189,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.30660819074059,22.164096533486617]}"
190,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.40342520734215,22.22703725928233]}"
191,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.3896922971859,22.232757743983445]}"
192,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.37183951398278,22.240384693766167]}"
193,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.56882660970858,22.18648448417489]}"
194,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.57127278433016,22.18888860526944]}"
195,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.57380478964022,22.191213212160786]}"
196,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.55647797616807,22.165640352839155]}"
197,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.54558227753634,22.137102209025166]}"
198,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.54626727572695,22.138179672753978]}"
199,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.54530612027165,22.133808993165655]}"
200,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.54371825253483,22.131125656246105]}"
201,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.53509559805164,22.100709326568595]}"
202,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.53148968937155,22.08451488925999]}"
203,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.53007348301169,22.083640020088236]}"
204,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52938683750388,22.079504201544122]}"
205,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52740403714797,22.075545814109933]}"
206,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52607366147659,22.070335955130663]}"
207,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52542993131301,22.068029238659257]}"
208,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52451419710795,22.06276684492931]}"
209,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52395629763285,22.05863041540691]}"
210,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52532958864848,22.0564826061939]}"
211,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52326965212504,22.053300606655384]}"
212,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52332547782778,22.046333570083515]}"
213,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.52195218681216,22.04418557413824]}"
214,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.5223384249103,22.04104307687947]}"
215,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.5215308208729,22.033354567938996]}"
216,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.51716122815075,22.020638866670577]}"
217,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.5158737678236,22.01745606125927]}"
218,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.51480088421765,22.013954892726247]}"
219,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.51733288952771,22.012840866415633]}"
220,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.51484379956189,22.010254700148764]}"
221,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.51265511700574,22.008862129536382]}"
222,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.50575548850897,21.9729022623117]}"
223,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.50755793296698,21.981020824870676]}"
224,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.57169734784016,21.818869200202126]}"
225,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.57002364941486,21.816229707090663]}"
226,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.56716977902302,21.815452790411943]}"
227,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.66936907484377,21.516528601821083]}"
228,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.24723452424675,21.743674143796145]}"
229,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.24345797395378,21.757704860341594]}"
230,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.26709041823275,21.701722373495922]}"
231,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.26228389967807,21.711770161711357]}"
232,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.35611000213211,21.591751393881474]}"
233,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.35405006560867,21.59302831471196]}"
234,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.35636749419754,21.60304377177862]}"
235,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.72955563279638,21.464589816456954]}"
236,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.73414757462986,21.463072130232035]}"
237,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.73494440774141,21.469780315833134]}"
238,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.7361674950522,21.471757207699252]}"
239,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.72747713784395,21.470459251417907]}"
240,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.74010613964303,21.460005724441654]}"
241,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.73725226925119,21.45944656113612]}"
242,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.74669364498361,21.45683044717625]}"
243,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.7432106761424,21.464802324919685]}"
244,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.71722270280712,21.46566609329958]}"
245,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.6936621788203,21.461911815766676]}"
246,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.69082976610058,21.456919275616062]}"
247,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.68871205319202,21.446748006316067]}"
248,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.67785447109974,21.43999734936174]}"
249,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[72.7213628208145,21.468041678148392]}"
250,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79307767665354,11.418897331340013]}"
251,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79917165553537,11.419738647590457]}"
252,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.7976267031428,11.425291272251648]}"
253,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79153272426096,11.42428171221864]}"
254,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78097554957834,11.427310381532434]}"
255,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78080388820139,11.422599104175635]}"
256,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.76844426906077,11.422010189001838]}"
257,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.77119085109202,11.425880180610731]}"
258,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.7855245760676,11.436480321824094]}"
259,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79187604701487,11.434461277882185]}"
260,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79745504176584,11.433031113049587]}"
261,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80578061854807,11.421757796410118]}"
262,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80260488307445,11.42756276918133]}"
263,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80243322169748,11.43412476915936]}"
264,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80028745448557,11.43622794211843]}"
265,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78287618478225,11.420470367262139]}"
266,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78592317422317,11.418156747537433]}"
267,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78454988320755,11.419376658471343]}"
268,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79617994149612,11.420133841929536]}"
269,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79776780923294,11.42232124945404]}"
270,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.7993320225849,11.412174106727633]}"
271,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80164945117377,11.4135623100957]}"
272,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80349481097602,11.410954164829647]}"
273,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80478227130317,11.415034639581338]}"
274,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80667054644965,11.41339404338241]}"
275,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80611264697455,11.41949364798973]}"
276,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80791509143256,11.420166699774784]}"
277,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80469644061469,11.417853077573309]}"
278,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79790182362612,11.417864606012731]}"
279,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79528398762758,11.416518489922032]}"
280,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79009123097475,11.428275756856856]}"
281,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78927583943423,11.426130460074454]}"
282,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78760214100893,11.426256654452247]}"
283,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78569240819033,11.428359885811602]}"
284,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78783817540224,11.429958331206796]}"
285,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.7900268579584,11.429748009959347]}"
286,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79219408284243,11.429684913554679]}"
287,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78743047963198,11.427939240788215]}"
288,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.77831096898134,11.42756065973342]}"
289,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.77685184727724,11.427013819539386]}"
290,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78011341343935,11.428212660124423]}"
291,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78616447697695,11.424258570207254]}"
292,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.78438349019106,11.425730844174124]}"
293,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79646415959414,11.428927755602883]}"
294,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.7942969347101,11.427455498239576]}"
295,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.7949621225458,11.425499487342798]}"
296,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79886741887148,11.429138077459067]}"
297,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80041237126406,11.424489928051207]}"
298,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80277271519716,11.421650523272069]}"
299,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79648489011807,11.435136818712055]}"
300,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.79485410703701,11.43740823671729]}"
301,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80012581862984,11.41729704200392]}"
302,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81739485266988,11.371385116451878]}"
303,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81714808944051,11.373152173025025]}"
304,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81969082358663,11.369870487808363]}"
305,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.8193796873409,11.369144725396618]}"
306,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81613957885091,11.371847918042368]}"
307,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80997049811666,11.370007225447086]}"
308,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80830752852742,11.370901277621565]}"
309,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.8110862085146,11.36857735845131]}"
310,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81458380907002,11.366526276688917]}"
311,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.82054904191914,11.366999604559666]}"
312,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81986239641134,11.368366991770452]}"
313,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80791184343721,11.39503188535559]}"
314,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80602356829073,11.395116024163674]}"
315,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80731102861787,11.400332581623092]}"
316,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81031510271455,11.395284301705132]}"
317,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80396363176729,11.380727926166344]}"
318,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.80636689104463,11.387879995667697]}"
319,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[79.81237503923799,11.389562809422262]}"
320,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.00535843772823,13.311652365041844]}"
321,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.00261185569698,13.304302089127031]}"
322,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.99471543235714,13.292942133249563]}"
323,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.00432846946651,13.282918200824714]}"
324,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.0201213161462,13.313322851185495]}"
325,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.01703141136105,13.325015931416628]}"
326,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.01016495628292,13.271557243587209]}"
327,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.04381058616575,13.326185208362237]}"
328,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.06431472727469,13.312587414794976]}"
329,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.06294143625907,13.33012687653385]}"
330,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.05453002878836,13.332131305476047]}"
331,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.03737313121047,13.358020351579727]}"
332,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.94879586070266,13.343990503278325]}"
333,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.95222908824172,13.337643399375118]}"
334,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.95257241099563,13.347331017297106]}"
335,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.99337700499744,13.311713477702513]}"
336,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.99303368224354,13.303862040471252]}"
337,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.98410729064197,13.297680942812764]}"
338,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[93.00728157653064,13.293671497894218]}"
339,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.84836276632089,13.400952739561408]}"
340,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.84716113668222,13.397278989029298]}"
341,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.85385593038339,13.392436232150628]}"
342,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.86211426731175,13.390784378795377]}"
343,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.85679276462619,13.402640692132936]}"
344,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.87447388645238,13.392287324091605]}"
345,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.87464554782932,13.417835957193892]}"
346,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.87928040500705,13.421509393499377]}"
347,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.88700516696994,13.425683684717859]}"
348,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.88653175059683,13.41862690558022]}"
349,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.8906516236437,13.409944043209084]}"
350,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.85556953321907,13.387890785827594]}"
351,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.91134170050385,13.47318676881731]}"
352,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.91460326666596,13.488043708573203]}"
353,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.94592786718319,13.512017287767174]}"
354,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.93648649145076,13.515355463411021]}"
355,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.91897703100155,13.512518017093466]}"
356,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.96589686441229,12.707097844092946]}"
357,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.96040370034979,12.677623716985284]}"
358,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.95491053628729,12.638096239692576]}"
359,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.95422389077947,12.591861433232204]}"
360,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.93774439859197,12.489760454398725]}"
361,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.92126490640449,12.481715579520968]}"
